Country Name,Country Code,Series Name,Series Code,Year,Value
Pacific island small states,PSS,"Population, total",SP.POP.TOTL,2007,2218230.0
Post-demographic dividend,PST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2007,2.5677718918053074
Post-demographic dividend,PST,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,38870.363611031775
Post-demographic dividend,PST,"Population, total",SP.POP.TOTL,2007,1059147302.0
Pre-demographic dividend,PRE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2007,6.066769960044212
Pre-demographic dividend,PRE,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,1173.4002044115314
Pre-demographic dividend,PRE,"Population, total",SP.POP.TOTL,2007,688722596.0
Small states,SST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2007,4.68708395112769
Small states,SST,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,10056.357483599177
Small states,SST,"Population, total",SP.POP.TOTL,2007,17047450.0
South Asia,SAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2007,7.534281730328658
South Asia,SAS,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,967.697911561283
South Asia,SAS,"Population, total",SP.POP.TOTL,2007,1386949456.0
South Asia (IDA & IBRD),TSA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2007,7.534281730328658
South Asia (IDA & IBRD),TSA,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,967.697911561283
South Asia (IDA & IBRD),TSA,"Population, total",SP.POP.TOTL,2007,1386949456.0
Sub-Saharan Africa,SSF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2007,6.158454414550121
Sub-Saharan Africa,SSF,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,1390.5886507496236
Sub-Saharan Africa,SSF,"Population, total",SP.POP.TOTL,2007,823564883.0
Sub-Saharan Africa (excluding high income),SSA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2007,6.032583009936104
Sub-Saharan Africa (excluding high income),SSA,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,1518.8219699938982
Sub-Saharan Africa (excluding high income),SSA,"Population, total",SP.POP.TOTL,2007,740376633.0
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2007,6.158454414550192
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,1390.588650749624
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Population, total",SP.POP.TOTL,2007,823564883.0
Upper middle income,UMC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2007,9.431969071695633
Upper middle income,UMC,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,3982.922055179277
Upper middle income,UMC,"Population, total",SP.POP.TOTL,2007,2512165159.0
World,WLD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2007,4.413844733281081
World,WLD,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,8677.571027076321
World,WLD,"Population, total",SP.POP.TOTL,2007,6744489399.0
Afghanistan,AFG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,3.924983819994665
Afghanistan,AFG,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,381.7332380284397
Afghanistan,AFG,"Population, total",SP.POP.TOTL,2008,26482622.0
Albania,ALB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,6.907062307137068
Albania,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,4498.5048676360075
Albania,ALB,Gini index,SI.POV.GINI,2008,30.0
Albania,ALB,"Population, total",SP.POP.TOTL,2008,2947314.0
Algeria,DZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,2.4999999992937063
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,5180.918815146864
Algeria,DZA,"Population, total",SP.POP.TOTL,2008,34816961.0
American Samoa,ASM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,-2.657342657342653
American Samoa,ASM,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,10030.808913090206
American Samoa,ASM,"Population, total",SP.POP.TOTL,2008,55828.0
Andorra,AND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,-5.559186368505806
Andorra,AND,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,49132.49258400572
Andorra,AND,"Population, total",SP.POP.TOTL,2008,83495.0
Angola,AGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,10.786636049658128
Angola,AGO,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,4578.155264515174
Angola,AGO,Gini index,SI.POV.GINI,2008,42.7
Angola,AGO,"Population, total",SP.POP.TOTL,2008,21578655.0
Antigua and Barbuda,ATG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,-0.014006598185176244
Antigua and Barbuda,ATG,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,18786.67431422159
Antigua and Barbuda,ATG,"Population, total",SP.POP.TOTL,2008,82912.0
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,4.057233103464057
Argentina,ARG,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,8944.1102657357
Argentina,ARG,Gini index,SI.POV.GINI,2008,45.0
Argentina,ARG,"Population, total",SP.POP.TOTL,2008,40424148.0
Armenia,ARM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,6.900000000429586
Armenia,ARM,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,3777.6685931376724
Armenia,ARM,Gini index,SI.POV.GINI,2008,29.2
Armenia,ARM,"Population, total",SP.POP.TOTL,2008,3087100.0
Aruba,ABW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,1.835755171913675
Aruba,ABW,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,28171.909400850072
Aruba,ABW,"Population, total",SP.POP.TOTL,2008,100917.0
Australia,AUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,3.6239850356563323
Australia,AUS,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,49811.206721898845
Australia,AUS,Gini index,SI.POV.GINI,2008,35.4
Australia,AUS,"Population, total",SP.POP.TOTL,2008,21249199.0
Austria,AUT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,1.453305621421137
Austria,AUT,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,51581.39823610713
Austria,AUT,Gini index,SI.POV.GINI,2008,30.4
Austria,AUT,"Population, total",SP.POP.TOTL,2008,8321496.0
Azerbaijan,AZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,10.591437462476037
Azerbaijan,AZE,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,5574.468104325748
Azerbaijan,AZE,"Population, total",SP.POP.TOTL,2008,8763400.0
"Bahamas, The",BHS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,-2.323648070418514
"Bahamas, The",BHS,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,29392.382441639675
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,2008,358120.0
Bahrain,BHR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,6.2450109499579725
Bahrain,BHR,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,23299.499278039202
Bahrain,BHR,"Population, total",SP.POP.TOTL,2008,1103496.0
Bangladesh,BGD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,6.013789757385354
Bangladesh,BGD,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,613.0620410412401
Bangladesh,BGD,"Population, total",SP.POP.TOTL,2008,149474264.0
Barbados,BRB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,0.6334605908589879
Barbados,BRB,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,17565.692997059192
Barbados,BRB,"Population, total",SP.POP.TOTL,2008,272714.0
Belarus,BLR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,10.199999486093716
Belarus,BLR,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,6376.175691620632
Belarus,BLR,Gini index,SI.POV.GINI,2008,27.8
Belarus,BLR,"Population, total",SP.POP.TOTL,2008,9527985.0
Belgium,BEL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,0.4469051307272309
Belgium,BEL,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,48303.397956285975
Belgium,BEL,Gini index,SI.POV.GINI,2008,28.4
Belgium,BEL,"Population, total",SP.POP.TOTL,2008,10709973.0
Belize,BLZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,-1.6274777644908198
Belize,BLZ,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,5711.8145885970935
Belize,BLZ,"Population, total",SP.POP.TOTL,2008,304361.0
Benin,BEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,4.896577084296467
Benin,BEN,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,1060.6025450209872
Benin,BEN,"Population, total",SP.POP.TOTL,2008,9228466.0
Bermuda,BMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,-1.8659558263518647
Bermuda,BMU,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,110268.56240126383
Bermuda,BMU,"Population, total",SP.POP.TOTL,2008,63300.0
Bhutan,BTN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,4.529448776962354
Bhutan,BTN,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,1919.5977489639495
Bhutan,BTN,"Population, total",SP.POP.TOTL,2008,686351.0
Bolivia,BOL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,6.1484978746219525
Bolivia,BOL,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,1692.6724845587646
Bolivia,BOL,Gini index,SI.POV.GINI,2008,50.8
Bolivia,BOL,"Population, total",SP.POP.TOTL,2008,9850858.0
Bosnia and Herzegovina,BIH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,5.441847301659635
Bosnia and Herzegovina,BIH,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,4841.693119346486
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,2008,3947544.0
Botswana,BWA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,3.2520729579683234
Botswana,BWA,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,5503.073953143129
Botswana,BWA,"Population, total",SP.POP.TOTL,2008,1949970.0
Brazil,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,5.094195448119976
Brazil,BRA,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,8908.333384679483
Brazil,BRA,Gini index,SI.POV.GINI,2008,54.0
Brazil,BRA,"Population, total",SP.POP.TOTL,2008,190367302.0
British Virgin Islands,VGB,"Population, total",SP.POP.TOTL,2008,26288.0
Brunei Darussalam,BRN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,-3.9007110171511385
Brunei Darussalam,BRN,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,42156.568583867185
Brunei Darussalam,BRN,"Population, total",SP.POP.TOTL,2008,377793.0
Bulgaria,BGR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,6.129558415792076
Bulgaria,BGR,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,7271.3033885802515
Bulgaria,BGR,Gini index,SI.POV.GINI,2008,33.6
Bulgaria,BGR,"Population, total",SP.POP.TOTL,2008,7492561.0
Burkina Faso,BFA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,5.799991741053873
Burkina Faso,BFA,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,619.4375332562643
Burkina Faso,BFA,"Population, total",SP.POP.TOTL,2008,15258093.0
Burundi,BDI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,4.908741908135454
Burundi,BDI,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,189.50207457076775
Burundi,BDI,"Population, total",SP.POP.TOTL,2008,8505637.0
Cabo Verde,CPV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,7.039011295651278
Cabo Verde,CPV,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,3908.648858225763
Cabo Verde,CPV,"Population, total",SP.POP.TOTL,2008,501355.0
Cambodia,KHM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,7.476366066310106
Cambodia,KHM,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,866.2839997897495
Cambodia,KHM,"Population, total",SP.POP.TOTL,2008,14053479.0
Cameroon,CMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,2.8476778892105017
Cameroon,CMR,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,1492.142698014529
Cameroon,CMR,"Population, total",SP.POP.TOTL,2008,18574056.0
Canada,CAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,0.995406301140747
Canada,CAN,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,46710.25268644837
Canada,CAN,Gini index,SI.POV.GINI,2008,33.9
Canada,CAN,"Population, total",SP.POP.TOTL,2008,33247298.0
Cayman Islands,CYM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,-0.3574013729259349
Cayman Islands,CYM,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,89655.11855745212
Cayman Islands,CYM,"Population, total",SP.POP.TOTL,2008,51151.0
Central African Republic,CAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,2.054130962004848
Central African Republic,CAF,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,437.24827472489
Central African Republic,CAF,Gini index,SI.POV.GINI,2008,56.2
Central African Republic,CAF,"Population, total",SP.POP.TOTL,2008,4558984.0
Chad,TCD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,3.081190338619251
Chad,TCD,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,1166.3688345384062
Chad,TCD,"Population, total",SP.POP.TOTL,2008,11476296.0
Channel Islands,CHI,"Population, total",SP.POP.TOTL,2008,156408.0
Chile,CHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,3.7893928063523816
Chile,CHL,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,10683.218877251113
Chile,CHL,"Population, total",SP.POP.TOTL,2008,16838988.0
China,CHN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,9.67024588602851
China,CHN,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,3523.44302065213
China,CHN,Gini index,SI.POV.GINI,2008,43.0
China,CHN,"Population, total",SP.POP.TOTL,2008,1324655000.0
Colombia,COL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,3.2834461861654063
Colombia,COL,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,5541.836296658978
Colombia,COL,Gini index,SI.POV.GINI,2008,55.3
Colombia,COL,"Population, total",SP.POP.TOTL,2008,43758808.0
Comoros,COM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,3.964611188718152
Comoros,COM,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,1455.0276859558574
Comoros,COM,"Population, total",SP.POP.TOTL,2008,629307.0
"Congo, Dem. Rep.",COD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,7.401723375397921
"Congo, Dem. Rep.",COD,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,352.9003633719953
"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,2008,64390664.0
"Congo, Rep.",COG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,6.306375955852587
"Congo, Rep.",COG,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,2832.0917777764325
"Congo, Rep.",COG,"Population, total",SP.POP.TOTL,2008,4113517.0
Costa Rica,CRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,4.738174877540217
Costa Rica,CRI,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,6937.242615960555
Costa Rica,CRI,Gini index,SI.POV.GINI,2008,48.6
Costa Rica,CRI,"Population, total",SP.POP.TOTL,2008,4440056.0
Cote d'Ivoire,CIV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,4.782665978767199
Cote d'Ivoire,CIV,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,1583.9706670137175
Cote d'Ivoire,CIV,Gini index,SI.POV.GINI,2008,43.2
Cote d'Ivoire,CIV,"Population, total",SP.POP.TOTL,2008,21514439.0
Croatia,HRV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,1.972870067238759
Croatia,HRV,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,15888.060694939231
Croatia,HRV,Gini index,SI.POV.GINI,2008,33.7
Croatia,HRV,"Population, total",SP.POP.TOTL,2008,4309705.0
Cuba,CUB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,4.116828041646812
Cuba,CUB,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,4986.12436479175
Cuba,CUB,"Population, total",SP.POP.TOTL,2008,11291762.0
Curacao,CUW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,2.188043080191676
Curacao,CUW,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,19423.335243017525
Curacao,CUW,"Population, total",SP.POP.TOTL,2008,145880.0
Cyprus,CYP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,3.646989221039391
Cyprus,CYP,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,35397.296875
Cyprus,CYP,Gini index,SI.POV.GINI,2008,31.7
Cyprus,CYP,"Population, total",SP.POP.TOTL,2008,1091026.0
Czechia,CZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,2.6122680720513927
Czechia,CZE,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,22774.704507620514
Czechia,CZE,Gini index,SI.POV.GINI,2008,26.3
Czechia,CZE,"Population, total",SP.POP.TOTL,2008,10384603.0
Denmark,DNK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,-0.41717843999100523
Denmark,DNK,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,64616.665758366296
Denmark,DNK,Gini index,SI.POV.GINI,2008,25.2
Denmark,DNK,"Population, total",SP.POP.TOTL,2008,5493621.0
Djibouti,DJI,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,1119.152333469688
Djibouti,DJI,"Population, total",SP.POP.TOTL,2008,892734.0
Dominica,DMA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,7.121312177622315
Dominica,DMA,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,6971.326338392885
Dominica,DMA,"Population, total",SP.POP.TOTL,2008,68854.0
Dominican Republic,DOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,3.2680867128821234
Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,5023.585134035155
Dominican Republic,DOM,Gini index,SI.POV.GINI,2008,48.1
Dominican Republic,DOM,"Population, total",SP.POP.TOTL,2008,9573130.0
Ecuador,ECU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,6.564920682247191
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,4194.757506619805
Ecuador,ECU,Gini index,SI.POV.GINI,2008,49.8
Ecuador,ECU,"Population, total",SP.POP.TOTL,2008,14575202.0
"Egypt, Arab Rep.",EGY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,7.1562835660581925
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,1896.2159426977898
"Egypt, Arab Rep.",EGY,Gini index,SI.POV.GINI,2008,31.1
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,2008,85864789.0
El Salvador,SLV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,2.1544029828276763
El Salvador,SLV,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,2983.2482957797565
El Salvador,SLV,Gini index,SI.POV.GINI,2008,46.9
El Salvador,SLV,"Population, total",SP.POP.TOTL,2008,6029297.0
Equatorial Guinea,GNQ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,17.799109133381137
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,18210.55529705989
Equatorial Guinea,GNQ,"Population, total",SP.POP.TOTL,2008,1084530.0
Eritrea,ERI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,-9.783030017824558
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,490.0669560033334
Eritrea,ERI,"Population, total",SP.POP.TOTL,2008,2816327.0
Estonia,EST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,-5.125311543088031
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,18205.906411344597
Estonia,EST,Gini index,SI.POV.GINI,2008,31.9
Estonia,EST,"Population, total",SP.POP.TOTL,2008,1337090.0
Eswatini,SWZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,1.4405535872711823
Eswatini,SWZ,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,2946.8606613746038
Eswatini,SWZ,"Population, total",SP.POP.TOTL,2008,1098091.0
Ethiopia,ETH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,10.788521687033239
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,316.41047511807477
Ethiopia,ETH,"Population, total",SP.POP.TOTL,2008,85543668.0
Faroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,51287.891108166266
Faroe Islands,FRO,"Population, total",SP.POP.TOTL,2008,48547.0
Fiji,FJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,1.0327942202596319
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,3899.9223151212927
Fiji,FJI,Gini index,SI.POV.GINI,2008,40.4
Fiji,FJI,"Population, total",SP.POP.TOTL,2008,903399.0
Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,0.7844312357170509
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,53769.47262403853
Finland,FIN,Gini index,SI.POV.GINI,2008,27.8
Finland,FIN,"Population, total",SP.POP.TOTL,2008,5313399.0
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,0.38017143584912105
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,45464.8181385158
France,FRA,Gini index,SI.POV.GINI,2008,33.0
France,FRA,"Population, total",SP.POP.TOTL,2008,64375116.0
French Polynesia,PYF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,0.006767550663127508
French Polynesia,PYF,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,26592.026283573166
French Polynesia,PYF,"Population, total",SP.POP.TOTL,2008,268379.0
Gabon,GAB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,-3.308430648787507
Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,9688.645196906331
Gabon,GAB,"Population, total",SP.POP.TOTL,2008,1607175.0
"Gambia, The",GMB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,6.255905533942865
"Gambia, The",GMB,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,859.1276714112262
"Gambia, The",GMB,"Population, total",SP.POP.TOTL,2008,1817852.0
Georgia,GEO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,2.4216144096064056
Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,3324.7537205015014
Georgia,GEO,Gini index,SI.POV.GINI,2008,38.5
Georgia,GEO,"Population, total",SP.POP.TOTL,2008,3848449.0
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,0.8879023307436285
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,46379.164795347875
Germany,DEU,Gini index,SI.POV.GINI,2008,30.8
Germany,DEU,"Population, total",SP.POP.TOTL,2008,82110097.0
Ghana,GHA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,9.14979893831817
Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,1182.6576125601646
Ghana,GHA,"Population, total",SP.POP.TOTL,2008,24249946.0
Gibraltar,GIB,"Population, total",SP.POP.TOTL,2008,30413.0
Greece,GRC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,0.05747402382007749
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,31695.83310922093
Greece,GRC,Gini index,SI.POV.GINI,2008,33.6
Greece,GRC,"Population, total",SP.POP.TOTL,2008,11077841.0
Greenland,GRL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,6.166132701861898
Greenland,GRL,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,44366.78586881754
Greenland,GRL,"Population, total",SP.POP.TOTL,2008,56328.0
Grenada,GRD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,0.9475426249076975
Grenada,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,7448.2040563864975
Grenada,GRD,"Population, total",SP.POP.TOTL,2008,110896.0
Guam,GUM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,2.0345879959308206
Guam,GUM,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,28112.231657342192
Guam,GUM,"Population, total",SP.POP.TOTL,2008,165693.0
Guatemala,GTM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,3.2935240002848474
Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,2763.0598817292575
Guatemala,GTM,"Population, total",SP.POP.TOTL,2008,13935174.0
Guinea,GIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,4.133016159658325
Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,703.5328257843689
Guinea,GIN,"Population, total",SP.POP.TOTL,2008,9898870.0
Guinea-Bissau,GNB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,4.524575146102521
Guinea-Bissau,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,640.2103311017534
Guinea-Bissau,GNB,"Population, total",SP.POP.TOTL,2008,1488054.0
Guyana,GUY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,1.7552234959201911
Guyana,GUY,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,4008.962867160304
Guyana,GUY,"Population, total",SP.POP.TOTL,2008,754606.0
Haiti,HTI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,2.6580323082746986
Haiti,HTI,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,1094.6605842164367
Haiti,HTI,"Population, total",SP.POP.TOTL,2008,9530774.0
Honduras,HND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,4.231600110093424
Honduras,HND,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,1732.4906270280264
Honduras,HND,Gini index,SI.POV.GINI,2008,55.5
Honduras,HND,"Population, total",SP.POP.TOTL,2008,8012587.0
"Hong Kong SAR, China",HKG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,2.1279154483889045
"Hong Kong SAR, China",HKG,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,31515.52921034432
"Hong Kong SAR, China",HKG,"Population, total",SP.POP.TOTL,2008,6957800.0
Hungary,HUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2008,0.9934370854796555
Hungary,HUN,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,15762.632251511282
Hungary,HUN,Gini index,SI.POV.GINI,2008,27.5
Hungary,HUN,"Population, total",SP.POP.TOTL,2008,10038188.0
